id,name,short_name,description
10363,Energía asignada por restricciones técnicas diario Fase I Absoluto SCA,Energía asignada Absoluto SCA,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas Ante Contingencia en la Red de Transporte.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>"
10364,Energía asignada por restricciones técnicas diario Fase I Absoluto CT,Energía asignada Absoluto CT,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Control de Tensión.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>"
10365,Energía asignada por restricciones técnicas diario Fase I Absoluto RTD,Energía asignada Absoluto RTD,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Restricciones Técnicas en la Red de Distribución.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>"
10366,Energía asignada por restricciones técnicas diario Fase I Absoluto EST,Energía asignada Absoluto EST,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por estabilidad.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>"
10367,Energía asignada por restricciones técnicas diario Fase I Absoluto Otros,Energía asignada Absoluto Otros,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por otras causas.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>"
10368,Energía asignada por restricciones técnicas en tiempo real Absoluto SCB,Energía asignada TR Absoluto SCB,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas en Base en la Red de Transporte.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10369,Energía asignada por restricciones técnicas en tiempo real Absoluto SCA,Energía asignada TR Absoluto SCA,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas Ante Contingencia en la Red de Transporte.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10370,Energía asignada por restricciones técnicas en tiempo real Absoluto CT,Energía asignada TR Absoluto CT,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Control de Tensión.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10371,Energía asignada por restricciones técnicas en tiempo real Absoluto RTD,Energía asignada TR Absoluto RTD,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en el tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Restricciones Técnicas en la Red de Distribución.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10372,Energía asignada por restricciones técnicas en tiempo real Absoluto EST,Energía asignada TR Absoluto EST,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en el tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por estabilidad.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10373,Energía asignada por restricciones técnicas en tiempo real Absoluto Otros,Energía asignada TR Absoluto Otros,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por otras causas.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10374,Energía asignada por restricciones técnicas en tiempo real Absoluto RSI,Energía asignada TR Absoluto RSI,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por Reserva a Subir Insuficiente.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10375,Energía asignada por restricciones técnicas en tiempo real Absoluto RBI,Energía asignada TR Absoluto RBI,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por Reserva a Bajar Insuficiente.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10376,Energía asignada por restricciones técnicas en tiempo real Absoluto ASE,Energía asignada TR Absoluto ASE,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada en valor absoluto en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Desvío de Frecuencia en el Área Síncrona Europea.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>"
10377,Precio medio horario componente restricciones técnicas,Restricciones técnicas,"<p>Cumpliendo con lo especificado en la disposici&oacute;n adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energ&iacute;a, as&iacute; como los componentes del precio final, en agregado y para cada tipo de consumidor.</p>

<p>En concreto este indicador se refiere a la componente de las restricciones t&eacute;cnicas del precio medio ponderado horario de la energ&iacute;a para todos los tipos de consumidores.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a partir de las 19:30 horas se publica el avance para todos los d&iacute;as del mes en curso. El cierre C2 del mes M-1 en los diez primeros d&iacute;as del mes y el resto de cierres dos d&iacute;as despu&eacute;s de su fecha de facturaci&oacute;n seg&uacute;n el calendario de liquidaciones.</p>
"
10378,Precio medio horario componente restricciones técnicas comercializadores de referencia,RRTT Com. De referencia,"<p>Cumpliendo con lo especificado en la disposici&oacute;n adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energ&iacute;a, as&iacute; como los componentes del precio final, en agregado y para cada tipo de consumidor.</p>

<p>En concreto este indicador se refiere a la componente de las restricciones t&eacute;cnicas&nbsp;del precio medio ponderado horario de la energ&iacute;a para el tipo de consumidor comercializadores de referencia.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a partir de las 19:30 horas se publica el avance para todos los d&iacute;as del mes en curso. El cierre C2 del mes M-1 en los diez primeros d&iacute;as del mes y el resto de cierres dos d&iacute;as despu&eacute;s de su fecha de facturaci&oacute;n seg&uacute;n el calendario de liquidaciones.</p>
"
10379,Precio medio horario componente restricciones técnicas contratación libre,RRTT Com. Libre,"<p>Cumpliendo con lo especificado en la disposici&oacute;n adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energ&iacute;a, as&iacute; como los componentes del precio final, en agregado y para cada tipo de consumidor.</p>

<p>En concreto este indicador se refiere a la componente de las restricciones t&eacute;cnicas del precio medio ponderado horario de la energ&iacute;a para el tipo de consumidor de contrataci&oacute;n libre.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a partir de las 19:30 horas se publica el avance para todos los d&iacute;as del mes en curso. El cierre C2 del mes M-1 en los diez primeros d&iacute;as del mes y el resto de cierres dos d&iacute;as despu&eacute;s de su fecha de facturaci&oacute;n seg&uacute;n el calendario de liquidaciones.</p>
"
10380,Precio medio horario componente servicios de balance y otros,Servicios de balance y otros,"<p>Cumpliendo con lo especificado en la disposici&oacute;n adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energ&iacute;a, as&iacute; como los componentes del precio final, en agregado y para cada tipo de consumidor.</p>

<p>En concreto este indicador se refiere a la componente servicios de balance y otros del precio medio ponderado horario de la energ&iacute;a para todos los tipos de consumidores.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a partir de las 19:30 horas se publica el avance para todos los d&iacute;as del mes en curso. El cierre C2 del mes M-1 en los diez primeros d&iacute;as del mes y el resto de cierres dos d&iacute;as despu&eacute;s de su fecha de facturaci&oacute;n seg&uacute;n el calendario de liquidaciones.</p>
"
10381,Precio medio horario componente servicios de balance y otros comercializadores de referencia,Com. De referencia,"<p>Cumpliendo con lo especificado en la disposici&oacute;n adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energ&iacute;a, as&iacute; como los componentes del precio final, en agregado y para cada tipo de consumidor.</p>

<p>En concreto este indicador se refiere a la componente de servicios de balance y otros del precio medio ponderado horario de la energ&iacute;a para el tipo de consumidor comercializadores de referencia.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a partir de las 19:30 horas se publica el avance para todos los d&iacute;as del mes en curso. El cierre C2 del mes M-1 en los diez primeros d&iacute;as del mes y el resto de cierres dos d&iacute;as despu&eacute;s de su fecha de facturaci&oacute;n seg&uacute;n el calendario de liquidaciones.</p>
"
10382,Precio medio horario componente servicios de balance y otros contratación libre,Com. Libre,"<p>Cumpliendo con lo especificado en la disposici&oacute;n adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energ&iacute;a, as&iacute; como los componentes del precio final, en agregado y para cada tipo de consumidor.</p>

<p>En concreto este indicador se refiere a la componente de servicios de balance y otros&nbsp;del precio medio ponderado horario de la energ&iacute;a para el tipo de consumidor de contrataci&oacute;n libre.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a partir de las 19:30 horas se publica el avance para todos los d&iacute;as del mes en curso. El cierre C2 del mes M-1 en los diez primeros d&iacute;as del mes y el resto de cierres dos d&iacute;as despu&eacute;s de su fecha de facturaci&oacute;n seg&uacute;n el calendario de liquidaciones.</p>
"
10383,Necesidad total solicitada de energías de balance RR,Total solicitada Energias Balance RR,"<p>El mecanismo de asignaci&oacute;n de energ&iacute;as de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y autom&aacute;tica (energ&iacute;as de regulaci&oacute;n secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p>

<p>Este servicio se encuentra regulado en el P.O.-3.3.</p>

<p>En concreto este indicador se refiere a las necesidades totales solicitadas correspondientes a los requerimientos de energ&iacute;as de balance RR</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente con la informaci&oacute;n del d&iacute;a D-1 sobre las 5:00 horas.</p>
"
10384,Precio medio ponderado de las necesidades cubiertas de energías de balance RR a subir,Precio Ponderado Energia Balance RR subir,"<p>El proceso de activaci&oacute;n de ofertas de energ&iacute;as procedentes de reservas de sustituci&oacute;n (RR, por sus siglas en ingl&eacute;s) tiene por objeto restablecer o mantener el nivel requerido de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y autom&aacute;tica (energ&iacute;as de regulaci&oacute;n terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente.</p>

<p>Este servicio se encuentra regulado en el P.O.-3.3.</p>

<p>En concreto este indicador se refiere al precio medio ponderado resultante de la cobertura de la necesidad a subir de la zona de oferta espa&ntilde;ola establecido por la plataforma europea de RR.</p>

<p>La fuente de informaci&oacute;n que proporciona este dato es REE.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;cada hora con la informaci&oacute;n disponible hasta ese momento del d&iacute;a D se tiene un precio provisional. Al d&iacute;a siguiente se actualiza la informaci&oacute;n de todo el d&iacute;a anterior ya con el cierre.</p>
"
10385,Precio medio ponderado de las necesidades cubiertas de energías de balance RR a bajar,Precio Ponderado Energia Balance RR bajar,"<p>El proceso de activaci&oacute;n de ofertas de energ&iacute;as procedentes de reservas de sustituci&oacute;n (RR, por sus siglas en ingl&eacute;s) tiene por objeto restablecer o mantener el nivel requerido de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y autom&aacute;tica (energ&iacute;as de regulaci&oacute;n terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente.</p>

<p>Este servicio se encuentra regulado en el P.O.-3.3.</p>

<p>En concreto este indicador se refiere al precio medio ponderado resultante de la cobertura de la necesidad a bajar de la zona de oferta espa&ntilde;ola establecido por la plataforma europea de RR.</p>

<p>La fuente de informaci&oacute;n que proporciona este dato es REE.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;cada hora con la informaci&oacute;n disponible hasta ese momento del d&iacute;a D se tiene un precio provisional. Al d&iacute;a siguiente se actualiza la informaci&oacute;n de todo el d&iacute;a anterior ya con el cierre.</p>
"
10386,Precio medio ponderado regulación terciaria a subir,Precio medio ponderado subir,"<p>Precio medio ponderado regulación terciaria a subir</p><p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la asignación de energía de regulación terciaria a subir</p><p>La fuente de información que proporciona este dato es REE.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10387,Precio medio ponderado regulación terciaria a bajar,Precio medio ponderado bajar,"<p>Precio medio ponderado regulación terciaria a bajar</p><p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la asignación de energía de regulación terciaria a bajar</p><p>La fuente de información que proporciona este dato es REE.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10388,Precio medio ponderado reserva de regulación secundaria a subir,Reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de reservas de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de reserva de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la asignación de la banda de regulación secundaria a subir.</p><p><b>Publicación:</b> diariamente a partir de las 19:30 horas con la información del día D+1, y cualquier día para días pasados según el calendario de liquidaciones.</p>"
10389,Precio medio ponderado de energía de regulación secundaria a subir,Regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la activación de energía de regulación secundaria a subir.</p><p><b>Publicación:</b> diariamente a las 07:45 horas con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>"
10390,Precio medio ponderado de energía de regulación secundaria a bajar,Regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.</p><p>Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía).</p><p>Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido.</p><p>Este servicio se encuentra regulado en el P.O.-7.2.</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la activación de energía de regulación secundaria a bajar.</p><p><b>Publicación:</b> diariamente a las 07:45 horas con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>"
10391,Término de facturación de energía activa del PVPC 2.0TD suma componentes,2.0TD suma componentes,"<p>Precio horario del t&eacute;rmino de energ&iacute;a que se aplican en la factura el&eacute;ctrica de los consumidores con una potencia contratada no superior a 10 kWy que est&eacute;n acogidos al PVPC (Precio Voluntario para el Peque&ntilde;o Consumidor).</p><p>Incluye el t&eacute;rmino de energ&iacute;a de los peajes de acceso, los cargos y el coste de producci&oacute;n. No incluye impuestos.</p><p>En concreto este indicador se refiere al precio para los consumidores con tarifa por 2.0TD. El desglose de este indicador proporciona el detalle de los conceptos que determinan el precio final.</p><p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a las 20:20 horas con la informaci&oacute;n del d&iacute;a D+1.</p>"
10392,Precio medio ponderado programación de reserva adicional Tiempo Real,Precio reserva adicional,"<p class=""Textonormal"">El proceso de soluci&oacute;n de restricciones t&eacute;cnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas durante la operaci&oacute;n en tiempo real mediante la modificaci&oacute;n de los programas de las Unidades de Programaci&oacute;n.<o:p></o:p></p>

<p class=""Textonormal"">Este servicio se encuentra regulado en el P.O.-3.2.<o:p></o:p></p>

<p class=""Textonormal"">En concreto este indicador se refiere al precio medio ponderado de la reserva de potencia adicional a subir programada en el proceso de soluci&oacute;n de restricciones t&eacute;cnicas en tiempo real.<o:p></o:p></p>

<p class=""Textonormal""><strong>Publicaci&oacute;n:</strong> diariamente a las 7:45 con la informaci&oacute;n del d&iacute;a anterior y a partir de las 19:30 para d&iacute;as pasados seg&uacute;n el calendario de liquidaciones.<o:p></o:p></p>
"
10393,Desglose peaje 2.0TD Término de energía,2.0TD Término de energía,"<p>Concepto que forma parte del t&eacute;rmino de facturaci&oacute;n de energ&iacute;a activa del PVPC que es el precio horario del t&eacute;rmino de energ&iacute;a que se aplican en la factura el&eacute;ctrica de los consumidores con una potencia contratada no superior a 15&nbsp;kW y que est&eacute;n acogidos al PVPC (Precio Voluntario para el Peque&ntilde;o Consumidor).</p>

<p>El desglose de este indicador proporciona las componentes de la energ&iacute;a del t&eacute;mino de facturaci&oacute;n de energ&iacute;a activa del PVPC incluyendo las p&eacute;rdidas&nbsp;para la tarifa de peaje 2.0TD.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a las 20:20 horas con la informaci&oacute;n del d&iacute;a D+1.</p>
"
10394,Asignación a bajar de energías mFRR SEE,Asignación bajar mFRR,"<p>La regulación terciaria se corresponde con el producto estándar europeo de reserva manual para la recuperación de la frecuencia (mFRR, por sus siglas en inglés). Es un servicio de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema y permite la restitución del uso de reserva automática de regulación secundaria.</p><p>La asignación de energía de balance mFRR se realiza a través de la plataforma europea de mFRR (MARI) en aplicación del artículo 20 del Reglamento sobre balance eléctrico.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere a la asignación de regulación terciaria a bajar total en activaciones directas y programadas.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10395,Asignación a subir de energías mFRR SEE,Asignación subir mFRR,"<p>La regulación terciaria se corresponde con el producto estándar europeo de reserva manual para la recuperación de la frecuencia (mFRR, por sus siglas en inglés). Es un servicio de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema y permite la restitución del uso de reserva automática de regulación secundaria.</p><p>La asignación de energía de balance mFRR se realiza a través de la plataforma europea de mFRR (MARI) en aplicación del artículo 20 del Reglamento sobre balance eléctrico.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere a la asignación de regulación terciaria a subir total en activaciones directas y programadas.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10396,Asignación directa a subir de energías mFRR SEE (AD),Asignación directa subir mFRR,"<p>La regulación terciaria se corresponde con el producto estándar europeo de reserva manual para la recuperación de la frecuencia (mFRR, por sus siglas en inglés). Es un servicio de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema y permite la restitución del uso de reserva automática de regulación secundaria.</p><p>La asignación de energía de balance mFRR se realiza a través de la plataforma europea de mFRR (MARI) en aplicación del artículo 20 del Reglamento sobre balance eléctrico.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere a la asignación de energía de regulación terciaria directa a subir en la plataforma europea de mFRR para el Sistema Eléctrico Español.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10397,Asignación directa a bajar de energías mFRR SEE (AD),Asignación directa bajar mFRR,"<p>La regulación terciaria se corresponde con el producto estándar europeo de reserva manual para la recuperación de la frecuencia (mFRR, por sus siglas en inglés). Es un servicio de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema y permite la restitución del uso de reserva automática de regulación secundaria.</p><p>La asignación de energía de balance mFRR se realiza a través de la plataforma europea de mFRR (MARI) en aplicación del artículo 20 del Reglamento sobre balance eléctrico.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere a la asignación de energía de regulación terciaria directa a bajar en la plataforma europea de mFRR para el Sistema Eléctrico Español.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
10398,Precio medio ponderado regulación terciaria a subir de activación programada (AP),Precio medio ponderado subir (AP),"<p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere al precio medio ponderado resultante de la asignación programada de energía de regulación terciaria a subir</p><p>La fuente de información que proporciona este dato es REE.</p><p><b>Publicación:</b> a más tardar, 30 minutos después del correspondiente periodo de programación.</p>"
